0 "[200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140]"
1 "[160, 1200, 16, 3, 140, 200, 960, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 160, 1200, 5, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 160, 1200, 20, 3, 140, 200, 1200, 20, 3, 140]"
2 "[160, 1200, 16, 3, 140, 200, 960, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 160, 1200, 5, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 160, 1200, 20, 3, 140, 200, 1200, 20, 3, 140]"
3 "[160, 1200, 16, 3, 140, 200, 960, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 160, 1200, 5, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 160, 1200, 20, 3, 140, 200, 1200, 20, 3, 140]"
4 "[160, 1200, 16, 3, 140, 200, 960, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 160, 1200, 5, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 160, 1200, 20, 3, 140, 200, 1200, 20, 3, 140]"
5 "[160, 1200, 16, 3, 140, 200, 960, 20, 3, 140, 200, 1200, 20, 3, 252, 200, 1200, 36, 3, 140, 200, 2160, 20, 3, 140, 200, 1200, 20, 3, 252, 200, 1200, 20, 3, 140, 160, 1200, 9, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 160, 1200, 20, 3, 140, 200, 1200, 64, 3, 140]"
6 "[160, 1200, 16, 3, 140, 200, 960, 20, 3, 140, 200, 1200, 20, 3, 252, 200, 1200, 36, 3, 140, 200, 2160, 20, 3, 140, 200, 1200, 20, 3, 252, 200, 1200, 20, 3, 140, 160, 1200, 9, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 160, 1200, 20, 3, 140, 200, 1200, 64, 3, 140]"
7 "[160, 1200, 16, 3, 140, 200, 960, 20, 3, 140, 200, 1200, 20, 3, 252, 200, 1200, 36, 3, 140, 200, 2160, 20, 3, 140, 200, 1200, 20, 3, 252, 200, 1200, 20, 3, 140, 160, 1200, 9, 3, 140, 200, 1200, 20, 3, 140, 200, 1200, 20, 3, 140, 160, 1200, 20, 3, 140, 200, 1200, 64, 3, 140]"
