1630669012 164625.3
1630669287 156975.83333333334
1630669562 153163.7111111111
1630669837 154110.61111111112
1630670112 162551.89285714287
1630670388 177601.5
1630670663 157784.9365079365
1630670938 165477.15
1630671213 159979.61111111112
1630671491 153374.04761904763
1630671765 180765.6
1630672041 137762.27619047617
1630672315 157314.43333333335
1630672594 192543.7
1630672869 159415.625
1630673144 157940.8
1630673419 155545.29166666666
1630673693 167304.9888888889
1630673968 170556.5892857143
1630674244 178748.625
1630674519 158013.77777777778
1630674794 158439.98095238095
1630675068 150185.4583333333
1630675343 169937.44444444444
1630675617 165557.44444444444
1630675892 175660.64444444445
1630676166 154936.83333333334
1630676442 149013.24444444446
1630676716 155857.92857142858
1630676991 167028.0
1630677266 149137.38333333333
1630677543 142037.1111111111
1630677818 171979.93333333335
1630678093 154451.86666666667
1630678368 154926.0
1630678644 163820.53055555557
1630678919 155122.575
1630679195 136018.425
1630679469 157098.14285714287
1630679743 163634.96666666667
1630680019 166329.14444444445
1630680294 168275.4365079365
1630680568 148095.32222222222
1630680843 160052.44444444444
1630681119 173916.6
1630681394 157690.6746031746
1630681668 151124.7
1630681944 154809.92063492065
1630682218 128358.43333333333
1630682493 152457.775
1630682766 140169.88333333333
1630683041 176232.6
1630683318 185395.19642857142
1630683592 138443.7
1630683867 142794.6
1630684143 165018.6
1630684417 149093.29166666666
1630684693 155755.7619047619
1630684968 169125.6111111111
1630685243 171024.59523809524
1630685517 135330.75
1630685793 189659.8
1630686068 153025.5
1630686342 160081.4777777778
1630686619 138989.79166666666
1630686893 168819.69999999998
1630687169 173552.2888888889
1630687444 156994.44444444444
1630687719 158956.175
1630687994 167646.30952380953
1630688268 167188.68888888886
1630688545 178034.8972222222
1630688820 163879.06666666665
1630689095 152595.5888888889
1630689370 166460.5
1630689645 172329.44285714286
1630689920 117527.0
1630690194 189660.0777777778
1630690470 148051.6888888889
1630690744 167043.0
1630691019 181234.7888888889
1630691295 161966.39285714287
1630691569 151226.96666666665
1630691845 186121.1
1630692120 168936.30555555556
1630692396 165404.47222222222
1630692671 154827.80357142858
1630692946 173101.35555555558
1630693223 178074.7
1630693498 172547.6111111111
1630693773 164013.6
1630694049 135751.85714285716
1630694323 160198.25555555557
1630694599 160374.77380952382
1630694873 177747.03333333335
1630695148 159003.6
1630695423 174797.63888888888
1630695698 155592.45833333334
1630695973 167646.29761904763
1630696246 159484.2888888889
1630696521 150638.10714285713
1630696796 163329.2111111111
1630697071 148734.38095238095
1630697346 190890.69444444444
1630697620 150295.09722222222
1630697896 143479.3111111111
1630698170 164669.1222222222
1630698445 139852.525
1630698720 150315.77777777778
1630698995 151605.38333333333
1630699271 154041.45833333334
1630699546 166955.45555555556
1630699821 143991.0
1630700097 165018.75
1630700372 154096.03333333333
1630700648 170355.7916666667
1630700924 145671.6873015873
1630701199 157335.20476190475
1630701474 150313.09722222222
1630701749 176258.025
1630702024 182625.8888888889
1630702298 171222.85555555555
1630702573 163714.22619047618
1630702848 146726.56666666668
1630703124 157285.375
1630703399 159557.24444444443
1630703674 147957.2888888889
1630703948 157979.85714285713
1630704223 184810.4
1630704498 169901.25
1630704772 163445.69999999998
1630705047 150141.775
1630705323 153091.1
1630705598 159108.0031746032
1630705873 189600.35714285716
1630706148 164086.2111111111
1630706424 166765.90000000002
1630706698 143293.5
1630706973 155475.8
1630707248 173037.625
1630707523 147160.075
1630707798 137952.42857142858
1630708073 171703.1
1630708348 175008.1642857143
1630708624 166405.52777777778
1630708899 142066.44444444447
1630709173 153735.2083333333
1630709448 172737.26666666666
1630709723 152066.20238095237
1630709997 158406.94444444444
1630710273 170785.5
1630710548 151028.4761904762
1630710823 164887.5
1630711098 142524.09523809524
1630711374 169114.775
1630711650 167415.27142857143
1630711928 168936.05555555556
1630712203 173276.1
1630712478 149027.69999999998
1630712752 151485.5
1630713027 159775.49999999997
1630713302 150425.8777777778
1630713577 160911.86666666667
1630713851 160702.625
1630714127 150357.2142857143
1630714402 151561.9
1630714677 168881.60833333334
1630714953 159032.9365079365
1630715229 146175.49801587302
1630715503 181620.95555555556
1630715778 167134.57142857142
1630716053 142249.05873015872
1630716328 155290.23333333334
1630716603 152698.05555555553
1630716877 144709.6638888889
1630717152 132139.94047619047
1630717427 172354.71111111113
1630717703 150521.14285714284
1630717977 155820.97777777776
1630718251 155304.4111111111
1630718526 178818.42857142858
1630718801 158814.51111111112
1630719079 170455.14285714287
