1630669012,36508518313
1630669287,36571013509
1630669562,36543978549
1630669837,36536862232
1630670112,36522751750
1630670388,36571432424
1630670663,36512910614
1630670938,36538131200
1630671213,36544032990
1630671491,36496353797
1630671765,36535437449
1630672041,36534433505
1630672315,36555357245
1630672594,36517680626
1630672869,36549314070
1630673144,36534808182
1630673419,36595614649
1630673693,36516411246
1630673968,36565358724
1630674244,36446642536
1630674519,36410757228
1630674794,36531957790
1630675068,36504331204
1630675343,36521014439
1630675617,36472144517
1630675892,36539883990
1630676166,36492919505
1630676442,36510671003
1630676716,36567586913
1630676991,36537214775
1630677266,36518833610
1630677543,36517125363
1630677818,36515836085
1630678093,36538191904
1630678368,36554088408
1630678644,36525031227
1630678919,36557645610
1630679195,36545115692
1630679469,36570943446
1630679743,36509605055
1630680019,36514749974
1630680294,36567468130
1630680568,36555216372
1630680843,36532035692
1630681119,36516876036
1630681394,36537762931
1630681668,36541480326
1630681944,36525719751
1630682218,36494600567
1630682493,36528591226
1630682766,36524710731
1630683041,36501945016
1630683318,36502927833
1630683592,36504457644
1630683867,36542106806
1630684143,36531053259
1630684417,36533778324
1630684693,36550402778
1630684968,36529682855
1630685243,36502868363
1630685517,12800961187
1630685793,36540254307
1630686068,36537166290
1630686342,36536139941
1630686619,36502378935
1630686893,36532701489
1630687169,36537303733
1630687444,36544917352
1630687719,36508742304
1630687994,36523118041
1630688268,36500673024
1630688545,36541404168
1630688820,36557712657
1630689095,36557577227
1630689370,36569638339
1630689645,36562724677
1630689920,36463350665
1630690194,36617755742
1630690470,36586533538
1630690744,36436321467
1630691019,36477769866
1630691295,36494478093
1630691569,36505264220
1630691845,36543219696
1630692120,36472349456
1630692396,36485727200
1630692671,36506841583
1630692946,36505620984
1630693223,36544725014
1630693498,36538708964
1630693773,36418517334
1630694049,36450039043
1630694323,36541099823
1630694599,36478569445
1630694873,36505219422
1630695148,36533464166
1630695423,36525611984
1630695698,36475700227
1630695973,36555089889
1630696246,36513255299
1630696521,36506927226
1630696796,36553465138
1630697071,36525855293
1630697346,36516681523
1630697620,36544602868
1630697896,36502581482
1630698170,36514629497
1630698445,36536404963
1630698720,36535078182
1630698995,36547245488
1630699271,36536301462
1630699546,36484347025
1630699821,36539105074
1630700097,36476487267
1630700372,36515312618
1630700648,36423179415
1630700924,36558893149
1630701199,36533914028
1630701474,36493920828
1630701749,36555463449
1630702024,36536921458
1630702298,36560890594
1630702573,36547551293
1630702848,36523877770
1630703124,36460268342
1630703399,36493370346
1630703674,36528015607
1630703948,36466178382
1630704223,36538137718
1630704498,36464621674
1630704772,36516453367
1630705047,36506296541
1630705323,36543290634
1630705598,36534518311
1630705873,36504515705
1630706148,36507249977
1630706424,36471123650
1630706698,36492285097
1630706973,36531583811
1630707248,36485350958
1630707523,36474667097
1630707798,36511326729
1630708073,36543978666
1630708348,36502224188
1630708624,36537436852
1630708899,36503829590
1630709173,36543720307
1630709448,36535324743
1630709723,36547279293
1630709997,36471061138
1630710273,36494787324
1630710548,36543454913
1630710823,36515325717
1630711098,36506709904
1630711374,36566822457
1630711650,36556587265
1630711928,36551927993
1630712203,36529992084
1630712478,36471048723
1630712752,36551241843
1630713027,36518079004
1630713302,36515673997
1630713577,36537597689
1630713851,36508253494
1630714127,36545580503
1630714402,36537387342
1630714677,36536195569
1630714953,36512905721
1630715229,36507350766
1630715503,36541811996
1630715778,36504831773
1630716053,36473685596
1630716328,36463479278
1630716603,36534579055
1630716877,36532518029
1630717152,36516467641
1630717427,36516655546
1630717703,36503759403
1630717977,36550043987
1630718251,36504750367
1630718526,36530150758
1630718801,36511717760
1630719079,36575115159
1630719354,36490161648
1630719629,36519099726
1630719905,36544595748
1630720180,36514973639
1630720455,36497594849
1630720730,36573174374
1630721006,36549186554
1630721283,36503872539
1630721559,36524571548
1630721834,36546216548
1630722108,36479998202
1630722383,36513715891
1630722658,36468387454
1630722935,36518338534
1630723210,36501861385
1630723485,36481399275
1630723760,36496662415
1630724033,36574400052
1630724308,36532331641
1630724583,36480255461
1630724858,36511161831
1630725133,36455033536
1630725408,36485011005
1630725684,36494420679
1630725958,36521380269
1630726234,36464657663
1630726509,36521415115
1630726784,36608571261
1630727058,36535767356
1630727333,36525360482
1630727607,36542209834
1630727882,36540742293
1630728157,36460085201
1630728431,36511197608
1630728706,36491248595
1630728982,36533848148
1630729256,36487867427
1630729532,36488556030
1630729806,36544299253
1630730081,36527291554
1630730358,36527226527
1630730633,36502345386
1630730908,36539570971
1630731182,36525415598
1630731457,36544201554
1630731732,36511898155
1630732007,36527836118
1630732282,36490437014
1630732558,36539872797
1630732833,36485442461
1630733109,36496540439
1630733385,36473406361
1630733661,36521864473
1630733937,36533868129
1630734213,36481857168
1630734488,36515046567
1630734763,36517596138
1630735039,36464757599
1630735313,36541940003
1630735588,36492911229
1630735864,36538721731
1630736139,36551676231
1630736414,36548254776
1630736689,36513377258
1630736964,36505204324
1630737239,36539861171
1630737514,36558091892
1630737790,36480507635
1630738064,36556193871
1630738340,36466528001
1630738614,36492978886
1630738889,36436100700
1630739164,36519394123
1630739439,36515622368
1630739714,36532804065
1630739989,36518840645
1630740264,36501926986
1630740539,36532744210
1630740814,36520848490
1630741089,36478752807
1630741364,36520157297
1630741640,36532260876
1630741915,36541508118
1630742190,36519173325
1630742466,36538952377
1630742740,36545276195
1630743016,36523940160
1630743291,36550891376
1630743566,36564041184
1630743842,36485163606
1630744116,36556024649
1630744391,36443660134
1630744666,36519319527
1630744942,36507758266
1630745216,36556663476
1630745491,36497819149
1630745766,36527258536
1630746040,36505781159
1630746316,36491410290
1630746591,36552691823
1630746867,36533891804
1630747142,36508633789
1630747416,36586001927
1630747691,36610889355
1630747966,36527149645
1630748242,36521589635
1630748517,36499346616
1630748791,36517258439
1630749067,36543285240
1630749341,36531206142
1630749617,36536593091
1630749892,36537060191
1630750167,36524055811
1630750443,36516878838
1630750717,36463157506
1630750993,36512135295
1630751268,36512371423
1630751544,36548271952
1630751819,36498130077
1630752095,36492713781
1630752369,36490951075
1630752645,36522225035
1630752920,36514580407
1630753195,36501129159
1630753471,36528099917
1630753747,36542085889
1630754021,36496257955
1630754298,36551088335
1630754574,36556228161
1630754848,36592167422
1630755124,36516325705
1630755400,36510858720
1630755674,36501148608
1630755949,36567412418
1630756224,36492123774
1630756499,36550914761
1630756774,36546552658
1630757049,36530432628
1630757323,36508358991
1630757599,36523007523
1630757875,36558472579
1630758150,36523738458
1630758425,36491235209
1630758700,36537134559
1630758975,36546412726
1630759250,36365387425
1630759526,36538455192
1630759801,36533250344
1630760076,36508536553
1630760351,36452576522
1630760625,36499174929
1630760900,36421209044
1630761175,36551883961
1630761450,36482641540
1630761725,36474895639
1630761999,36447249450
1630762274,36537935623
1630762549,36480562943
1630762824,36403557245
1630763100,36537000849
1630763374,36486506951
1630763650,36499843014
1630763925,36545095145
1630764200,36540364235
1630764475,36483202900
1630764750,36544319523
1630765025,36499649330
1630765301,36523436898
1630765576,36496016291
1630765851,36461529829
1630766126,36523393236
1630766401,36561864396
1630766676,36560249097
1630766951,36500670691
1630767226,36548729610
1630767502,36539955997
1630767776,36515571413
1630768051,36536955959
1630768327,36545821360
1630768601,36483057173
1630768878,36523763107
1630769153,36521235886
1630769430,36536904514
1630769704,36589669346
1630769979,36535919521
1630770254,36556961593
1630770530,36534557590
1630770805,36538813036
1630771079,36537038033
1630771355,36465078564
1630771629,36540540299
1630771905,36551313106
1630772181,36526493727
1630772456,36509592808
1630772732,36522622571
1630773007,36542122911
1630773283,36539500990
1630773558,36524779561
1630773833,36537346791
1630774108,36507883590
1630774383,36502381285
1630774657,36519490027
1630774933,36530877379
1630775207,36536693095
1630775483,36480536328
1630775758,36496079171
1630776032,36489509847
1630776307,36506903189
1630776582,36527645086
1630776857,36529143631
1630777132,36499076539
1630777407,36549119611
1630777683,36537354461
1630777958,36530678469
1630778234,36527259539
1630778508,36503895246
1630778784,36503759743
1630779058,36492304078
1630779333,36549098321
1630779609,36545400737
1630779883,36511483775
1630780158,36540375299
1630780432,36496277002
1630780708,36503373497
1630780983,36507813338
1630781258,36507794832
1630781533,36512192361
1630781808,36524466473
1630782083,36461067145
1630782358,36556012999
1630782633,36539384549
1630782909,36532694125
1630783183,36558596409
